"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[k]"     ,     "rms[w]"     , "Avg_SoundSpeed" ,  "Avg_Massflow"  ,    "Avg_Mach"    ,    "Avg_Temp"    ,    "Avg_Press"   ,   "Avg_Density"  ,  "Avg_Enthalpy"  ,  "Avg_NormalVel" ,   "Uniformity"   ,"Secondary_Strength","Momentum_Distortion","Secondary_Over_Uniformity",  "Avg_TotalTemp" , "Avg_TotalPress" ,  "Pressure_Drop" 
          0,           0,          33,       -4.26028345,      -1.397639474,      -1.365916682,       1.216076092,      -1.027665344,       2.876134683,       345.6730887,      0.1065311741,      0.7878228313,       567.5245027,       204427.2791,       2.519051226,        602867.689,       257.3356241,       251.7442164,         4.645545123,        -0.7027980505,               0.5933516764,       600.0456742,       255377.4045,       -1797.82427
          0,           0,          34,      -4.255504218,      -1.391791932,      -1.359228989,       1.221811872,      -1.029627736,       2.874563981,       345.6609793,     0.08149996096,      0.7857490814,       567.6624582,       204622.8227,       2.520895351,       602868.1197,       256.6839277,       251.2854099,         4.578570745,        -0.6181045816,                0.572877988,       600.0461029,       255386.7573,      -1969.761869
          0,           0,          35,      -4.257452148,      -1.386299561,      -1.353921211,        1.22069642,      -1.031683093,       2.873081768,       345.6489973,     0.05036977906,      0.7840215821,       567.7559342,       204764.5066,       2.522264197,        602852.364,       256.0603152,       250.9249638,         4.517634477,        -0.4669544478,                 0.55533858,       600.0304209,        255378.259,      -2094.895756
          0,           0,          36,      -4.262588235,      -1.380483813,      -1.349216426,       1.216492067,      -1.033149445,       2.872126584,       345.6353076,     0.02051369398,      0.7830105139,       567.7945645,       204830.8074,       2.522930095,       602833.5162,       255.6190159,        250.742462,         4.487280899,        -0.2430858116,               0.5417370169,       600.0116613,       255364.3107,      -2152.314386
          0,           0,          37,      -4.265505051,      -1.374304672,      -1.344391383,       1.214718226,      -1.033812427,       2.871768028,       345.6183201,   -0.004229210533,      0.7826116276,       567.7943318,       204838.5829,       2.523031069,       602820.9715,       255.3576641,       250.7104715,         4.488488229,        0.07589720876,               0.5317647116,       599.9991754,       255354.1516,      -2157.855542
          0,           0,          38,      -4.265266723,      -1.368405449,      -1.339132453,       1.216236179,      -1.033873088,       2.871796068,       345.5968123,     -0.0232361733,      0.7825106984,       567.7794119,       204820.0584,       2.522864124,       602816.3739,       255.1982066,       250.7477894,         4.508493443,         0.5354447301,               0.5242734926,       599.9945993,       255349.4232,      -2142.655097
          0,           0,          39,      -4.264223364,      -1.363163395,      -1.333474524,       1.218586004,       -1.03368771,       2.871939958,       345.5701094,    -0.03749100345,      0.7824608608,       567.7645999,       204798.3388,       2.522655792,       602814.8285,       255.0775089,       250.7884426,         4.528303373,          1.179376318,               0.5179391846,       599.9930611,       255345.6198,      -2129.039639
          0,           0,          40,       -4.26362012,      -1.358557646,      -1.327491063,        1.22052541,       -1.03349702,       2.872055862,       345.5384988,    -0.04787857633,      0.7824174702,       567.7498543,       204777.2566,       2.522457089,       602810.2375,       254.9911142,       250.8196439,          4.53136288,          1.946174029,               0.5118006888,       599.9884917,       255337.5339,      -2119.893003
          0,           0,          41,      -4.262259856,       -1.35421821,      -1.321288141,       1.223187042,      -1.033318316,       2.872175411,       345.5034008,    -0.05426223211,      0.7825183229,       567.7259579,         204746.45,       2.522180169,       602800.2241,       254.9854698,       250.8760524,          4.51461915,          2.502031801,               0.5054074255,       599.9785251,       255324.0211,      -2103.183213
          0,           0,          42,      -4.258775949,      -1.349698704,      -1.315205121,       1.227816424,      -1.033008693,       2.872429452,       345.4671666,    -0.05551334507,      0.7829532353,       567.6845629,       204693.9601,       2.521711095,       602787.4872,       255.1164276,       251.0044556,         4.490715129,          2.416745583,               0.4986355666,       599.9658478,       255308.7786,      -2064.736344
          0,           0,          43,      -4.253413979,      -1.344895569,      -1.309621564,       1.234096721,      -1.032411836,       2.872932533,       345.4324853,    -0.05029052588,      0.7838117014,       567.6258881,       204617.4859,        2.52101759,       602777.6173,       255.4054594,       251.2250367,         4.477316531,          1.766779488,               0.4914353258,       599.9560241,       255297.6417,      -2000.118401
          0,           0,          44,      -4.248011387,      -1.340141735,       -1.30477301,       1.240220635,      -1.031477954,        2.87370023,       345.4016724,    -0.03801235375,      0.7850062749,       567.5611189,       204529.3654,       2.520202331,       602775.9546,       255.8207495,       251.5106253,         4.484851799,          1.006063656,               0.4837645696,       599.9543693,       255295.5643,      -1919.811126
          0,           0,          45,       -4.24435152,      -1.335640643,       -1.30061683,       1.244517098,      -1.030275599,        2.87466811,       345.3762887,    -0.01944154181,      0.7862752392,       567.5092668,       204453.7961,       2.519483389,       602785.1798,       256.2790845,       251.7915057,         4.512458239,         0.4162882034,               0.4756613985,       599.9635512,       255304.6669,      -1846.651078
          0,           0,          46,      -4.242942546,      -1.331541554,      -1.296906561,       1.246595095,      -1.028818834,       2.875857404,       345.3569942,    0.003246055843,      0.7872841499,       567.4904564,        204418.291,       2.519117282,       602804.4779,       256.6742497,       251.9803253,         4.550171481,        0.02364451282,               0.4672615964,       599.9827589,       255323.6773,       -1807.31027
          0,           0,          47,      -4.243367308,      -1.327710997,      -1.293307102,       1.246936991,      -1.026728165,       2.877672593,       345.3434597,     0.02674741606,      0.7877235298,       567.5176621,       204442.4896,       2.519294715,       602829.5574,       256.9036908,       252.0057589,         4.582485474,        -0.2173626052,               0.4587643567,        600.007721,       255348.0675,       -1821.62041
          0,           0,          48,      -4.244770813,      -1.323912902,      -1.289544469,       1.246391994,      -1.022692273,       2.881274219,       345.3343084,     0.04717899693,      0.7874526396,       567.5902725,       204528.7502,       2.520050056,       602853.9495,       256.9105187,       251.8426479,          4.59366811,         -0.358253839,               0.4504164364,        600.031999,       255371.3044,      -1893.439032
          0,           0,          49,      -4.246171651,      -1.319838235,      -1.285418022,       1.245912792,      -1.022789679,       2.880992437,       345.3276878,     0.06082660006,      0.7865336086,       567.6910146,       204657.1395,       2.521211324,       602870.4162,       256.6961207,       251.5296543,         4.574820815,        -0.4255767983,               0.4425253715,       600.0483886,        255386.116,       -2005.83114
          0,           0,          50,      -4.246522177,       -1.31535586,      -1.280817782,       1.246489142,      -1.022351579,       2.880424222,       345.3215281,     0.06495398937,      0.7852829493,       567.7892087,       204788.6575,       2.522426096,       602873.4074,       256.3390869,       251.1660048,         4.530453542,        -0.4341144254,               0.4354584267,       600.0513659,       255387.0033,        -2123.3801
          0,           0,          51,      -4.244999911,      -1.310568638,      -1.275769101,        1.24885434,      -1.017042356,       2.880280063,        345.313906,     0.05845950082,      0.7841348513,       567.8529994,       204880.5914,       2.523299756,       602862.2225,       255.9600262,       250.8765114,         4.477712239,        -0.3824239816,               0.4295541501,       600.0402333,       255373.9317,      -2206.285996
          0,           0,          52,      -4.241764401,      -1.305726292,      -1.270480716,       1.252771962,     -0.9912573249,        2.88126934,       345.3033998,     0.04217545913,      0.7834761729,       567.8633666,       204905.0374,       2.523565421,       602841.9253,       255.6760333,       250.7598089,         4.437229787,        -0.2562875948,               0.4249545136,       600.0200311,       255353.0105,      -2227.791466
          0,           0,          53,       -4.23778295,      -1.301047094,      -1.265236099,       1.257277083,     -0.9078962026,        2.88523857,       345.2892968,     0.01873647262,      0.7834874345,       567.8214436,        204859.707,       2.523187173,       602820.8038,       255.5537493,       250.8483498,         4.422742458,       -0.02950854186,               0.4214769742,       599.9990084,       255333.1724,      -2185.105962
          0,           0,          54,       -4.23426689,      -1.296655221,      -1.260318735,        1.26124215,     -0.7836044588,       2.891542512,        345.271576,   -0.007910106409,      0.7840853594,       567.7460597,       204766.3918,       2.522352798,       602806.2015,       255.5894164,       251.1001069,         4.436981102,         0.3252785419,               0.4186381993,       599.9844745,       255321.5525,      -2098.667188
          0,           0,          55,      -4.231810183,      -1.292513749,      -1.255893787,       1.264178302,     -0.6920854981,       2.898478031,       345.2507774,    -0.03319539235,      0.7849824599,       567.6650217,       204660.4616,       2.521382077,       602801.6494,       255.7220669,       251.4207198,         4.472446736,         0.7973901095,               0.4158443289,       599.9799437,       255320.6198,      -2002.356001
          0,           0,          56,      -4.230342765,      -1.288548676,      -1.252020819,       1.266217253,     -0.6422003681,       2.909066964,       345.2279987,    -0.05267933459,      0.7858213372,       567.6048568,       204577.4038,       2.520603874,       602806.3602,       255.8685829,       251.7019563,         4.514149778,          1.270072179,               0.4126123395,       599.9846325,       255328.1146,      -1930.270269
          0,           0,          57,      -4.229226581,      -1.284896826,      -1.248605306,        1.26796885,      -0.621970946,       2.926918083,         345.20473,    -0.06280430796,      0.7863346152,       567.5809287,       204539.3711,       2.520230345,       602816.1296,       255.9663972,       251.8646131,         4.544513492,          1.519536697,                0.408684476,       599.9943561,       255338.5149,      -1903.154564
          0,           0,          58,      -4.227792863,      -1.281584403,      -1.245447824,       1.269997036,     -0.5568416917,       2.942331093,       345.1825653,    -0.06164032616,      0.7864569393,       567.5922344,       204547.4812,       2.520281828,       602825.5959,       256.0028853,       251.8884056,         4.551535241,          1.401318729,               0.4040168479,       600.0037781,       255345.9084,       -1920.51989
          0,           0,          59,      -4.225752578,      -1.278341149,      -1.242271531,       1.272445824,     -0.5298051308,       2.945639364,       345.1627129,    -0.04943626827,      0.7863288662,       567.6236473,       204583.6183,       2.520598486,       602830.8875,       256.0154515,       251.8144079,         4.535425216,          1.018455071,               0.3987286229,       600.0090449,       255346.8058,      -1962.722442
          0,           0,          60,      -4.223320763,      -1.274954006,      -1.239073905,       1.275156386,     -0.5421396308,        2.94542539,       345.1459957,    -0.02863004045,      0.7862083096,        567.654103,       204620.3779,       2.520928897,       602831.1166,        256.066472,       251.7197875,         4.507153466,         0.5826446732,               0.3930517811,        600.009273,       255341.1861,       -2001.45381
          0,           0,          61,       -4.22148516,      -1.271461467,      -1.235944188,       1.277288291,     -0.5303323597,       2.942140472,       345.1327973,   -0.003265184418,      0.7863343748,       567.6669132,       204634.8951,       2.521058526,       602828.4336,       256.2062002,       251.6780826,         4.481694665,         0.2231776313,                0.387314375,       600.0066025,         255332.44,      -2013.887877
          0,           0,          62,      -4.221081048,      -1.267952809,      -1.232982132,       1.278077027,     -0.5491590333,       2.940071743,       345.1231049,     0.02189918597,       0.786771604,       567.6578099,       204620.2957,       2.520918253,       602826.8823,       256.4340088,       251.7232535,         4.470598741,        -0.0229128321,               0.3818914223,       600.0050585,       255326.1158,      -1993.903932
          0,           0,          63,      -4.221867632,      -1.264435064,      -1.230193276,       1.277824164,      -0.531061796,       2.939107091,       345.1165263,     0.04227691082,      0.7874040773,        567.636921,       204588.9458,       2.520617094,       602830.5184,       256.6962229,       251.8337537,         4.477842294,        -0.1719779411,               0.3771174899,       600.0086775,       255327.3732,       -1954.80267
          0,           0,          64,      -4.222967426,      -1.260906098,      -1.227453405,       1.277349261,     -0.5077907174,       2.936215533,       345.1122618,     0.05427206776,      0.7879504373,       567.6219721,       204564.4361,       2.520372443,       602840.3893,        256.896651,       251.9469249,         4.498578461,        -0.2402782443,               0.3732011761,       600.0185023,       255337.4629,      -1921.224131
          0,           0,          65,      -4.223295777,      -1.257357226,      -1.224632456,       1.277607588,     -0.4949161469,        2.93548922,        345.109185,     0.05597536102,      0.7881496304,       567.6278128,        204567.688,       2.520382479,        602853.674,       256.9505694,       251.9956966,         4.521124749,        -0.2412839623,               0.3701804235,       600.0317248,       255352.7348,      -1915.382898
          0,           0,          66,      -4.222251811,      -1.253716423,      -1.221661667,       1.279136598,     -0.4885157732,       2.935027982,       345.1061385,     0.04755237045,      0.7878946133,         567.65767,       204604.8208,       2.520711902,       602865.0264,       256.8263296,       251.9473651,         4.532924606,        -0.1797035458,               0.3679393373,        600.043024,       255366.5956,      -1944.938055
          0,           0,          67,      -4.220134118,      -1.249953805,      -1.218588889,       1.281645301,     -0.4835582312,       2.933368054,       345.1021199,     0.03112035409,      0.7872931259,       567.7010872,       204663.3493,       2.521252148,       602869.4469,       256.5632449,       251.8224032,          4.52794983,       -0.05389719308,               0.3662696758,       600.0474239,       255372.9919,      -1998.786918
          0,           0,          68,      -4.217834482,      -1.246192813,      -1.215469907,       1.284331869,     -0.4717076939,       2.930885074,       345.0962475,     0.01015818623,      0.7866139733,         567.73939,       204718.5502,       2.521776342,       602864.8726,       256.2541523,       251.6834177,         4.510388007,         0.1379388082,               0.3649376528,        600.042871,       255369.3684,      -2052.978825
          0,           0,          69,      -4.216276229,      -1.242376205,      -1.212398595,       1.286323503,     -0.4832153262,       2.927120421,       345.0880986,    -0.01130023507,      0.7861552214,       567.7549878,       204745.6469,       2.522050903,       602853.0737,       256.0042097,       251.6031455,         4.491468332,          0.387019668,                0.363725807,       600.0311273,       255357.5842,      -2082.731982
          0,           0,          70,      -4.215502054,      -1.238540688,      -1.209376764,       1.287652253,     -0.5296400572,        2.92520076,         345.07759,    -0.02946113201,      0.7861124324,       567.7397197,       204731.4127,       2.521944487,       602838.7677,       255.8889651,       251.6294854,         4.482493506,         0.6586693585,               0.3624537506,       600.0168883,       255342.7415,      -2074.187766
          0,           0,          71,      -4.215045819,      -1.234663483,      -1.206386332,        1.28869208,     -0.5254298598,       2.925820136,       345.0651729,    -0.04144315463,      0.7865058648,       567.6983628,       204679.7837,       2.521483483,       602827.4625,       255.9293685,       251.7644239,         4.489230361,          0.885287279,               0.3609773282,        600.005636,       255330.6159,      -2030.182824
          0,           0,          72,      -4.214166386,       -1.23089791,      -1.203426552,       1.290004983,     -0.5019202913,       2.926765495,       345.0516655,    -0.04574957942,      0.7871880965,       567.6462684,       204609.7075,         2.5208364,       602823.1095,       256.0908915,       251.9647607,         4.510098986,         0.9909314908,               0.3591838163,       600.0013034,       255325.1324,      -1968.293903
          0,           0,          73,      -4.212615758,      -1.227121867,      -1.200538203,       1.291873082,     -0.4951107012,       2.928504435,       345.0381191,    -0.04242351558,      0.7879235826,       567.6022429,       204546.2578,       2.520234636,       602826.5316,       256.3053506,       252.1635842,         4.537139876,         0.9433087114,                0.356992034,       600.0047095,       255326.8576,      -1912.255546
          0,           0,          74,       -4.21051548,      -1.223288035,      -1.197853484,       1.294166627,     -0.4998644786,       2.930413425,       345.0256077,    -0.03283335207,      0.7884980111,        567.580178,       204509.3977,       2.519868424,       602835.4049,       256.5038734,       252.3016351,         4.559186501,          0.779271374,               0.3543711418,       600.0135413,       255333.2129,      -1880.968384
          0,           0,          75,       -4.20844619,      -1.219471074,      -1.195459083,       1.296415042,     -0.4940344651,        2.93143885,       345.0150924,    -0.01920383809,      0.7888080539,       567.5831853,       204505.4883,        2.51980533,        602845.625,       256.6456471,       252.3537345,          4.56722795,         0.5716016735,               0.3513705847,       600.0237135,       255340.0653,      -1880.098942
          0,           0,          76,      -4.206751943,      -1.215751617,      -1.193315916,       1.298283058,     -0.5098242884,       2.931662355,       345.0071602,   -0.004086602998,      0.7889151821,        567.602463,       204524.8496,       2.519963742,       602853.2429,       256.7342172,       252.3392486,         4.559902687,         0.3758734816,               0.3481368828,       600.0312957,       255343.7465,      -1899.633579
          0,           0,          77,      -4.205756567,       -1.21225801,      -1.191432006,       1.299539965,     -0.5027355712,       2.930514146,       345.0020855,     0.01009435329,      0.7889617256,       567.6237722,       204549.5568,       2.520181541,       602856.7275,       256.7991278,       252.3056264,         4.544930244,         0.2230793381,               0.3448924214,        600.034764,       255343.5985,      -1921.704635
          0,           0,          78,      -4.205397528,      -1.208842333,        -1.1897194,       1.300206909,     -0.5081741695,       2.929042948,       344.9996895,      0.0213665282,      0.7890855465,       567.6352165,       204563.3587,       2.520306341,       602857.2146,       256.8716358,       252.3000735,         4.533761855,         0.1216845485,               0.3418815933,       600.0352489,       255341.4931,      -1930.556857
          0,           0,          79,       -4.20538435,      -1.205381454,      -1.188080317,       1.300630678,      -0.489635373,       2.929426144,       344.9994318,     0.02839779065,      0.7893451657,       567.6334173,       204560.3113,       2.520277168,       602857.5963,       256.9625423,       252.3434264,         4.534981765,         0.0677300413,               0.3393163569,       600.0356287,       255340.6118,      -1921.145698
          0,           0,          80,      -4.205248274,      -1.201834264,       -1.18631914,       1.301213488,     -0.4518469531,       2.931785552,       345.0004837,     0.03055764683,       0.789668952,       567.6246179,        204547.315,       2.520152113,       602860.5679,       257.0490434,       252.4196772,         4.550501047,        0.05714718346,               0.3373386988,       600.0385864,       255343.5133,      -1901.488033
